"Type","BuyAmount","BuyCurrency","SellAmount","SellCurrency","FeeAmount","FeeCurrency","Exchange","ExchangeId","Group","Import","Comment","Date","NOKEquivalent","UpdatedAt"
"Spend","0","USD","0","MATIC","0.00032745","MATIC","Matic Transaction","0x10ce458320df5da07528372edbd7e378b9fbc4283d71ee6909b4f5c745155386","","matic","","2021-07-20T10:45:12.000Z","","2022-01-16T13:12:39.135Z"
"Spend","0","USD","0","MATIC","0.000026209","MATIC","Matic Transaction","0xee6fd56343d141be07228f78d6ae0c1a4e395f65c2ec8c88793f2b87dfd044da","","matic","","2021-07-20T10:45:50.000Z","","2022-01-16T13:12:39.139Z"
"Spend","0","USD","0","MATIC","0.00032745","MATIC","Matic Transaction","0x36cb0ad9063bd442c756b539b2645ef608874b19fdce51fd0eece6d9b84b2e9d","","matic","","2021-07-20T10:46:00.000Z","","2022-01-16T13:12:39.166Z"
"Spend","0","USD","0","MATIC","0.00032745","MATIC","Matic Transaction","0x209b3b2bcd5d2d6c11ed6b902c358220307a603c68eac4d705a56486013a68a0","","matic","","2021-07-20T10:46:24.000Z","","2022-01-16T13:12:39.184Z"
"Deposit","14.38540142812514","AMWMATIC","0","","0","","Matic Transaction","0x9e1a30db052c155058236990f48f3c03c93964faaae512c5ef19e62b0e216652-transfer-282340014","","matic","","2021-07-20T10:48:20.000Z","","2022-01-16T13:12:40.149Z"
"Withdrawal","0","","14.38540142812514","WMATIC","0.000281147","MATIC","Matic Transaction","0x9e1a30db052c155058236990f48f3c03c93964faaae512c5ef19e62b0e216652-transfer-282340011","","matic","","2021-07-20T10:48:20.000Z","","2022-01-16T13:12:40.091Z"
"Deposit","3325.380744445693","AM3CRV","0","","0.000115204640228128","MATIC","curve_fi","0x93d222db0ccc32835d944f247849703dd9db35b29b61593fe80c1fcb89c7af91","","matic","","2021-07-21T18:26:25.000Z","","2022-01-16T13:12:44.030Z"
"Trade","1113.106082","USDC","1095.309397181049","AM3CRV","0","","curve_fi","0xde6799d397f874849c8f58f544d1f7d23fcb1b378cbcadd1a0358765fb591a25-2","","matic","","2021-07-21T18:26:41.000Z","kr 9 900,12","2022-01-16T13:12:43.325Z"
"Trade","1718.221251","USDT","1690.339332862409","AM3CRV","0","","curve_fi","0xde6799d397f874849c8f58f544d1f7d23fcb1b378cbcadd1a0358765fb591a25-3","","matic","","2021-07-21T18:26:41.000Z","kr 15 263,71","2022-01-16T13:12:43.366Z"
"Trade","548.1121519290567","DAI","539.7320144022349","AM3CRV","0.000677122181340836","MATIC","curve_fi","0xde6799d397f874849c8f58f544d1f7d23fcb1b378cbcadd1a0358765fb591a25-1","","matic","","2021-07-21T18:26:41.000Z","kr 4 867,12","2022-01-16T13:12:43.329Z"
"Spend","0","USD","0","MATIC","0.000103472","MATIC","Matic Transaction","0xd540c539867589ca60e70c9a472e47c6df193148257ddc5ff126f43daae91943","","matic","","2021-07-21T18:28:53.000Z","","2022-01-16T13:12:39.286Z"
"Deposit","0.009983636739724881","WETH","0","","0","","Matic Transaction","0xd8b6e00f2c084c41b6242361fee271c81d7c1405c42e0f62516494a707b18bfe-transfer-363303624","","matic","","2021-07-21T18:29:55.000Z","kr 158,63","2022-01-16T13:12:39.272Z"
"Withdrawal","0","","20","USDT","0.000666942","MATIC","Matic Transaction","0xd8b6e00f2c084c41b6242361fee271c81d7c1405c42e0f62516494a707b18bfe-transfer-363303619","","matic","","2021-07-21T18:29:55.000Z","","2022-01-16T13:12:39.298Z"
"Deposit","0.8486942887583386","WETH","0","","0","","Matic Transaction","0x6714da9b54dbc2c26b6d5f45cd27069d9a97a32aeb1221945e515ff9527b096d-transfer-363394248","","matic","","2021-07-21T18:36:59.000Z","kr 13 484,85","2022-01-16T13:12:39.280Z"
"Withdrawal","0","","1698.221251","USDT","0.000822966","MATIC","Matic Transaction","0x6714da9b54dbc2c26b6d5f45cd27069d9a97a32aeb1221945e515ff9527b096d-transfer-363394242","","matic","","2021-07-21T18:36:59.000Z","","2022-01-16T13:12:39.294Z"
"Trade","0.8586779254980635","AMWETH","0.8586779254980635","WETH","0.0002441334","MATIC","aave","0x7e25d5575e32907b0c1ff4c2cb60d01c6ba615e0398d7dcc8cc1f99be667882b","","matic","","2021-07-22T13:14:16.000Z","kr 15 205,11","2022-01-16T13:12:41.646Z"
"Airdrop","1","AUTO-STAKE.COM","0","USD","0","","Matic Transaction","0x7fe43179f12958c253fdc1d29d5e5483de5816722beb6132aa763d57cc00b027-transfer-373243230","","matic","","2021-07-25T09:46:53.000Z","","2022-05-14T13:27:41.657Z"
"Deposit","658.7337750283153","GHST","0","","0.000652448","MATIC","Matic Transaction","0x66b4ed6525440e2cebeebfd6b0497f0b472fd316b1d3888a022dde08e131d69b-transfer-304189112","","matic","","2021-07-27T15:17:00.000Z","kr 8 528,82","2022-01-16T13:12:39.491Z"
"Withdrawal","0","","1134.930151","USDC","0","","Matic Transaction","0x66b4ed6525440e2cebeebfd6b0497f0b472fd316b1d3888a022dde08e131d69b-transfer-304189113","","matic","","2021-07-27T15:17:00.000Z","","2022-01-16T13:12:39.339Z"
"Airdrop","13.066","TITAN","93.48072534992988","USD","0","","Matic Transaction","0xd3333c45dcecb2384bbd142cdcbf8eaff15e6e32934998b76ae479ea262cec24-transfer-309923138","","matic","","2021-07-29T17:32:00.000Z","kr 828,82","2022-05-14T13:27:41.657Z"
"Withdrawal","0","","0.25311","ETH","0.0035","ETH","binance","e7a5516c7d2b447b8e17492eecffc1c0","","binance","","2021-08-06T21:26:21.000Z","","2021-11-27T15:39:21.066Z"
"Deposit","0.25311","ETH","0","","0","ETH","ETH Transaction","0x84775c10a415d783795f54c921e104914440a78d774367f1e96120c56bd0ad67","","ETH","","2021-08-06T21:27:31.000Z","kr 6 332,12","2022-01-16T13:12:34.765Z"
"Airdrop","1","NFT SPRITES","0","USD","0","","Matic Transaction","0x2542bea313f873bb20292dd68d098a758693610aa6af9e7a82812fca0bc47dab-transfer-337322817","","matic","","2021-08-07T07:44:46.000Z","","2022-05-14T13:27:41.658Z"
"Income","12.66006015752077","WMATIC","0","USD","0.00026934732","MATIC","aave","0x81fbce5e27e1edb187340165c21232bb6dd1f5d4c1fa350ddf0db6fcbd5ceb7a-income-876042","","matic","","2021-08-07T12:59:50.000Z","","2022-01-16T13:12:43.380Z"
"Withdrawal","0","","658.7337750283153","GHST","0.000323265","MATIC","Matic Transaction","0xff73ac3948da7249aa1b16e3f65ca040d73c0e197944c30b87168593b3a873e0-transfer-338462907","","matic","","2021-08-07T12:59:50.000Z","","2022-01-16T13:12:39.416Z"
"Deposit","12.66006015752077","MATIC","0","","0.000041862","MATIC","Matic Transaction","0x5c0e4b740d1813272ebfba5184d05f92995e81ddfbe1bd7ca337f598a119bfd2-matic-transfer-338544627","","matic","","2021-08-07T13:19:40.000Z","kr 121,23","2022-01-16T13:12:39.402Z"
"Trade","12.7","AMWMATIC","12.7","MATIC","0.000536688","MATIC","aave","0xd1e51e510a89cd4a3c4e7ef67ff5e557cb6cabed72f2aa42012071b8c95be506","","matic","","2021-08-07T13:20:44.000Z","kr 121,61","2022-01-16T13:12:41.671Z"
"Deposit","0.4769248469777749","WMATIC","0","","0","","Matic Transaction","0x00774785330d0c9160552487d64511a00403896c4ef7167a6069cca04fa4e780-transfer-338562149","","matic","","2021-08-07T13:22:04.000Z","","2022-01-16T13:12:40.469Z"
"Deposit","0.1597592377468693","CRV","0","","0.0001837836","MATIC","Matic Transaction","0x00774785330d0c9160552487d64511a00403896c4ef7167a6069cca04fa4e780-transfer-338562148","","matic","","2021-08-07T13:22:04.000Z","kr 2,74","2022-01-16T13:12:39.585Z"
"Spend","0","USD","0","MATIC","0.0000910536","MATIC","Matic Transaction","0xcdde5e172dc662e86ab1e5ce8a01d92d0889901c3dcae30b4d75e48d3da7218b","","matic","","2021-08-07T13:22:08.000Z","","2022-01-16T13:12:39.437Z"
"Lost","0","","0","","0","","aave","0xa468eeb9ac43c3e2695ea2182653c95c0e0a7690ae31be1603cbf10449617869-fee","","matic","","2021-08-07T13:26:34.000Z","","2022-01-16T13:12:41.973Z"
"Repay","548.2012987637538","USD","548.1121519290567","DAI","0.0003305112","ETH","aave","0xa468eeb9ac43c3e2695ea2182653c95c0e0a7690ae31be1603cbf10449617869","","matic","","2021-08-07T13:26:34.000Z","kr 4 860,46","2022-01-16T13:12:41.681Z"
"Income","0.7406837284532891","ALCX","330.8935067828621","USD","0.003156483","ETH","Alchemix","0x596c820644302ae69d766c998550383ef048035b39c45a6b4eac6ebad9783c2d","","ETH","","2021-08-09T09:18:11.000Z","kr 2 933,76","2022-01-16T13:12:36.565Z"
"Spend","0","USD","0","ETH","0.00348176","ETH","ETH Transaction","0x675ee2fcf72369652e4f7971f5f7fd03f2599c47ab27277a7c0df6939e336a15","","ETH","","2021-08-09T09:21:51.000Z","","2022-01-16T13:12:36.665Z"
"Trade","0.00560247552","FTT","479.664","SUSHIBULL","0","FTT","ftx","3179871526","","ftx","","2021-08-10T21:07:28.025Z","kr 2,43","2022-03-27T20:43:40.898Z"
"Trade","0.0001167052054431","FTT","0.00000339","ADABULL","0","FTT","ftx","3179871532","","ftx","","2021-08-10T21:07:28.025Z","kr 0,05","2022-03-27T20:43:40.898Z"
"Trade","0.00000584755794","FTT","0.000921","BALBULL","0","FTT","ftx","3179871540","","ftx","","2021-08-10T21:07:28.025Z","kr 0,00","2022-03-27T20:43:40.898Z"
"Deposit","50.01","USD","0","","0","USD","ftx","116583","","ftx","","2021-08-10T21:14:36.443Z","kr 443,40","2022-03-27T20:43:37.189Z"
"Trade","0.238","DOGEBULL","49.98","USD","0.034986","USD","ftx","3179940050","","ftx","","2021-08-10T21:16:04.955Z","kr 443,13","2022-03-27T20:43:40.898Z"
"Airdrop","1","A NFT SPRITES-44928","0","USD","0","","Matic Transaction","0x3673a1ec253c12d0671921ef89a20423b2bfa872a0dd5611868275831b9095a1-transfer-349419736","","matic","","2021-08-11T01:37:35.000Z","","2022-05-14T13:27:41.659Z"
"Airdrop","1","NFT SPRITES","0","USD","0","","Matic Transaction","0x7b116a0ffe44dfbea1045c780b6cc160903db2733adace4b962ef1bc5a772911-transfer-349849482","","matic","","2021-08-11T02:35:41.000Z","","2022-05-14T13:27:41.659Z"
"Airdrop","1","NFT SPRITES","0","USD","0","","FTM Transaction","0x77ca1970cb98d100311ecb2eae8569c109bbf023f26081bc924280f8566d3806-transfer-122437680","","fantom","","2021-08-11T10:00:59.000Z","","2022-05-14T13:27:41.659Z"
"Borrow","1500","USDT","1502.886209007833","USD","0.002275362979049061","MATIC","aave","0xc6bd1415ae40125ea69f8e5857fa890da38af8c028d8e5f633d3b686c43db149","","matic","","2021-08-12T17:05:25.000Z","kr 13 324,87","2022-01-16T13:12:41.732Z"
"Spend","0","USD","0","MATIC","0.000310344","MATIC","Matic Transaction","0x3f77d9fc67a3fa65ddaad890d1118596874e73556a034a3e6027b1689aa7d17a","","matic","","2021-08-12T17:06:29.000Z","","2022-01-16T13:12:39.434Z"
"Deposit","0.4974094232753603","WETH","0","","0","","Matic Transaction","0x771ca9ba662e526de7fb563125a9cfcca99bf60481d7ebee7149a6a5cec360a8-transfer-354593161","","matic","","2021-08-12T17:06:55.000Z","kr 13 968,48","2022-01-16T13:12:39.460Z"
"Withdrawal","0","","1500","USDT","0","","Matic Transaction","0x771ca9ba662e526de7fb563125a9cfcca99bf60481d7ebee7149a6a5cec360a8-transfer-354593162","","matic","","2021-08-12T17:06:55.000Z","","2022-01-16T13:12:39.503Z"
"Deposit","0.000002","USDT","0","","0.002513892","MATIC","Matic Transaction","0x771ca9ba662e526de7fb563125a9cfcca99bf60481d7ebee7149a6a5cec360a8-transfer-354593160","","matic","","2021-08-12T17:06:55.000Z","kr 0,00","2022-01-16T13:12:39.478Z"
"Withdrawal","0","","1","ENS-318422703853396229331110047801540599489656011074346628293101458023882940089","0","","ETH Transaction","0x42033e92b5aa1eaf903cc2bebbe5e5ec3d11dcaa306d5f1420de3563ccd131cd-Erc721-0","","ETH","","2021-08-14T23:17:53.000Z","","2022-11-13T11:00:21.674Z"
"Spend","0","USD","0","ETH","0.006799221704313968","ETH","ETH Transaction","0xe06c46f7e129e151efe53a8a1f00f330db181ff27b900a2f5dff62d2f355826d","","ETH","","2021-08-19T16:28:31.000Z","","2022-01-16T13:12:35.783Z"
"Spend","0","USD","0","ETH","0.00473764058682856","ETH","ETH Transaction","0xcf6041f6db1a43037e4f8f4b8a99db9bd71a534c5239ddbfc0efc9692267ac02","","ETH","","2021-08-19T16:31:46.000Z","","2022-01-16T13:12:35.785Z"
"Lost","0","","0","","0","","OpenSea","0x49b9ab6935566db5b90620eb192683c0bde996001a741f88f40c81616cce9815-taker-order-87188049-fee","","ETH","","2021-08-19T16:32:51.000Z","","2022-11-13T11:00:21.674Z"
"Trade","1","0N1-3164","0.488","ETH","0.01570908483170663","ETH","OpenSea","0x49b9ab6935566db5b90620eb192683c0bde996001a741f88f40c81616cce9815-taker-order-87188049","","ETH","","2021-08-19T16:32:51.000Z","kr 13 606,69","2022-11-13T11:00:21.674Z"
"Withdrawal","0","","1","ENS-93490323926131242397629233116247311454105280293223944022251519575266308611934","0","","ETH Transaction","0xeaec226acf0f4dd9213a1c94a15bad960bb562822651305c810517339f702f61-Erc721-0","","ETH","","2021-08-22T21:46:56.000Z","","2022-11-13T11:00:21.674Z"
"Trade","0.54079889864","SOL","0.238","DOGEBULL","0","SOL","ftx","3456323384","","ftx","","2021-08-28T16:30:17.758Z","kr 421,79","2022-03-27T20:43:40.898Z"
"Trade","314.5691537321613","ATOMBULL","0.54079889","SOL","0","ATOMBULL","ftx","3458007444","","ftx","","2021-08-28T19:20:01.454Z","kr 421,79","2022-03-27T20:43:40.898Z"
"Airdrop","255","YUI","0","USD","0","","Matic Transaction","0x041261d60d100ce91ed1c62d1f7ae363e4f08ded5476b59c9e30f0904a30d730-transfer-421906391","","matic","","2021-08-29T05:56:31.000Z","","2022-05-14T13:29:50.681Z"
"Airdrop","932","YUI","0","USD","0","","Matic Transaction","0x03a473c0db338b44acde03ad38e0f70b831c2d08845ffcca22986ae483383031-transfer-427036355","","matic","","2021-08-30T17:22:48.000Z","","2022-05-14T13:29:50.682Z"
"Airdrop","932","YUI","0","USD","0","","Matic Transaction","0x148f5ed6ae5fcda03475be93a4241fdcf609f5a3c99d8827c50bbbbf1803f045-transfer-427055413","","matic","","2021-08-30T17:22:50.000Z","","2022-05-14T13:29:50.682Z"
"Trade","70.63485512770596","USD","314.56915373","ATOMBULL","0","USD","ftx","3504212106","","ftx","","2021-08-31T19:57:47.144Z","kr 626,26","2022-03-27T20:43:40.898Z"
"Trade","1","FTT","48.07","USD","0.033649","USD","ftx","3504914010","","ftx","","2021-08-31T20:57:24.411Z","kr 426,20","2022-03-27T20:43:40.898Z"
"Trade","0.0578056","AAVE","22.66247964119507","USD","0","USD","ftx","3505356584","","ftx","","2021-08-31T21:40:38.973Z","kr 200,93","2022-03-27T20:43:40.898Z"
"Spend","0","USD","0","FTM","0.002515575771992494","FTM","FTM Transaction","0x1bd263249cda652a9aae01bd97555fe8671730eaea505975109597995e64b35f","","fantom","","2021-09-02T07:05:32.000Z","","2022-05-14T12:32:48.957Z"
"Income","7.816177440694574","WMATIC","0","USD","0.0002299357341","MATIC","aave","0x5f8390f40ca4274be5afea153893316234d17b1f376ffd5e0810f60d144f4f65-income-997904","","matic","","2021-09-02T07:06:14.000Z","","2022-01-16T13:12:43.255Z"
"Deposit","7.816177440694574","MATIC","0","","0.000020931","MATIC","Matic Transaction","0x9225227f6710d1d164a2a66284763b0ac45d427683d66215893beebffb9a7291-matic-transfer-442132362","","matic","","2021-09-02T07:14:23.000Z","kr 100,98","2022-01-16T13:12:39.524Z"
"Trade","7.8","AMWMATIC","7.8","MATIC","0.00025763","MATIC","aave","0x4649e71d3af4ce85f725e76e886d89ddc8d6b013888748545bf180d5586ec61e","","matic","","2021-09-02T07:15:31.000Z","kr 100,78","2022-01-16T13:12:41.757Z"
"Spend","0","USD","0","MATIC","0.000046086","MATIC","Matic Transaction","0x320df633001b6488e0d08e9252b090c4af1b68e645a3f470405492ee5938e1d5","","matic","","2021-09-02T07:16:15.000Z","","2022-01-16T13:12:39.555Z"
"Withdrawal","0","","0.01512691788457828","UNI-V2","0.000343837","MATIC","Matic Transaction","0xed50bc3e2ca07a18b5829fe51c05bd338e75e8e3ec924fc9ff71a53f9b480fd9-transfer-442143257","","matic","","2021-09-02T07:16:27.000Z","","2022-01-16T13:12:39.970Z"
"Deposit","0.000775646431045791","WETH","0","","0","","Matic Transaction","0xed50bc3e2ca07a18b5829fe51c05bd338e75e8e3ec924fc9ff71a53f9b480fd9-transfer-442143266","","matic","","2021-09-02T07:16:27.000Z","kr 25,99","2022-01-16T13:12:39.556Z"
"Borrow","200","USDC","199.9755351223965","USD","0.000560751","MATIC","aave","0x872f69da70ec9531d1e5096c7e6f0d4654581ff4329e6aba884a54e15f0fcf46","","matic","","2021-09-02T07:18:23.000Z","kr 1 773,02","2022-01-16T13:12:41.779Z"
"Spend","0","USD","0","MATIC","0.000058446","MATIC","Matic Transaction","0xd2776f48fa7f14b03237b8fb88433392a309331edbbcf7603181321c8bd5a6fb","","matic","","2021-09-02T07:20:39.000Z","","2022-01-16T13:12:39.580Z"
"Lost","0","","0","","0","","aave","0xf767efffc7f1980325b4dede18b00221abb8cb6b94bd6458dac248840cb1cce1-fee","","matic","","2021-09-02T07:23:35.000Z","","2022-01-16T13:12:42.174Z"
"Repay","199.9755351223965","USD","200","USDC","0.000274928","ETH","aave","0xf767efffc7f1980325b4dede18b00221abb8cb6b94bd6458dac248840cb1cce1","","matic","","2021-09-02T07:23:35.000Z","kr 1 773,02","2022-01-16T13:12:41.780Z"
"Deposit","0.29874","FTM","0","","0","FTM","FTM Transaction","0xdb5df9ea90ff199cf36398c4ccbcdf1a168b07aa9f567fd2964dd35e3f0c8778","","fantom","","2021-09-02T13:31:05.000Z","kr 2,25","2022-05-14T12:32:48.957Z"
"Deposit","3.787659556271164","XBOO","0","","0.01580946","FTM","FTM Transaction","0x2c40dc65db6b0f87ed122082da92f654e2796b7f29fbf33d4ae7ee2e89d790b9-transfer-144692228","","fantom","","2021-09-02T13:32:28.000Z","","2022-05-14T12:32:48.957Z"
"Withdrawal","0","","5","BOO","0","","FTM Transaction","0x2c40dc65db6b0f87ed122082da92f654e2796b7f29fbf33d4ae7ee2e89d790b9-transfer-144692229","","fantom","","2021-09-02T13:32:28.000Z","","2022-05-14T12:32:48.957Z"
"Spend","0","USD","0","FTM","0.00266292","FTM","FTM Transaction","0x7d74f3f35e043deb9f86f19d0cc3cf214fb918f7d672c2c36006fb7660439dc2","","fantom","","2021-09-02T13:33:14.000Z","","2022-05-14T12:32:48.957Z"
"Withdrawal","0","","3.787659556271164","XBOO","0.0122693194473","FTM","FTM Transaction","0x0406c1b34e5890a259fe044ad91add7740d257dd18010c6f961aa972a9e70f53-transfer-144725411","","fantom","","2021-09-02T13:33:31.000Z","","2022-05-14T12:32:48.957Z"
"Trade","93.91126553361848","ATOMBULL","0.0578056","AAVE","0","ATOMBULL","ftx","3558818867","","ftx","","2021-09-03T22:19:25.836Z","kr 202,33","2022-03-27T20:43:40.898Z"
"Trade","250.004211715709","ATOMBULL","1.07764852","FTT","0","ATOMBULL","ftx","3568817749","","ftx","","2021-09-04T13:04:31.053Z","kr 583,10","2022-03-27T20:43:40.898Z"
"Deposit","3","STKGHST-QUICK-0","0","","0.00084554","MATIC","Matic Transaction","0xb9874a45dae68a346101403ff50515eda5135633b690317dff5a8098532f2cf4-erc1155-transfer-455708409","","matic","","2021-09-04T13:36:25.000Z","","2022-01-16T13:12:40.305Z"
"Spend","0","USD","0","MATIC","0.00084554","MATIC","Matic Transaction","0xb9874a45dae68a346101403ff50515eda5135633b690317dff5a8098532f2cf4","","matic","","2021-09-04T13:36:25.000Z","","2021-11-26T20:23:20.139Z"
"Deposit","1","STKGHST-QUICK-3","0","","0","","Matic Transaction","0xb9874a45dae68a346101403ff50515eda5135633b690317dff5a8098532f2cf4-erc1155-transfer-455708411","","matic","","2021-09-04T13:36:25.000Z","","2022-01-16T13:12:40.433Z"
"Deposit","2","STKGHST-QUICK-2","0","","0","","Matic Transaction","0xb9874a45dae68a346101403ff50515eda5135633b690317dff5a8098532f2cf4-erc1155-transfer-455708410","","matic","","2021-09-04T13:36:25.000Z","","2022-01-16T13:12:40.270Z"
"Deposit","1","STKGHST-QUICK-6","0","","0","","Matic Transaction","0xb9874a45dae68a346101403ff50515eda5135633b690317dff5a8098532f2cf4-erc1155-transfer-455708412","","matic","","2021-09-04T13:36:25.000Z","","2022-01-16T13:12:40.297Z"
"Airdrop","26347543096.50395","AAX","0","USD","0","","Matic Transaction","0x7aa4a05b2591b0efe42c3514ae238b335f8d6671ce55e0ec0d633eca13b16333-transfer-458471376","","matic","","2021-09-05T00:39:44.000Z","","2022-05-14T13:29:50.682Z"
"Airdrop","750000","ZEPE.IO","0","USD","0","","Matic Transaction","0x6a7828ddf900d48ceb0f4b85b58ea31f1cf128d4ced7d28c23b9c0d654a41b48-transfer-458481223","","matic","","2021-09-05T00:42:14.000Z","","2022-05-14T13:29:50.682Z"
"Spend","0","USD","0","MATIC","0.00068781","MATIC","Matic Transaction","0x6a4ce257ee42015649291857000443cadd033980934256857c0b84c2f8c5ed1f","","matic","","2021-09-05T16:24:27.000Z","","2021-11-26T20:23:20.139Z"
"Withdrawal","0","","1","STKGHST-QUICK-6","0.00068781","MATIC","Matic Transaction","0x6a4ce257ee42015649291857000443cadd033980934256857c0b84c2f8c5ed1f-erc1155-transfer-462268764","","matic","","2021-09-05T16:24:27.000Z","","2022-01-16T13:12:40.077Z"
"Trade","0.007407939379965","BULL","343.91547725","ATOMBULL","0","BULL","ftx","3589442259","","ftx","","2021-09-05T21:36:40.344Z","kr 0,00","2022-03-27T20:43:40.898Z"
"Trade","361.5669940205935","ATOMBULL","0.00740793","BULL","0","ATOMBULL","ftx","3606321933","","ftx","","2021-09-06T19:14:03.856Z","kr 0,00","2022-03-27T20:43:40.898Z"
"Lost","0","","1.138201788480432","UNI","0","","Uniswap V2","0xb1e85bbbda2286738c342f5247998adb5c34d0fd6e6432e0d55a12ba7c2b1a3d-fee","","ETH","","2021-09-08T18:32:31.000Z","","2022-01-16T13:12:36.485Z"
"Trade","2.558185020627431","ETH","378.2623943716637","UNI","0.02723589801096591","ETH","Uniswap V2","0xb1e85bbbda2286738c342f5247998adb5c34d0fd6e6432e0d55a12ba7c2b1a3d","","ETH","","2021-09-08T18:32:31.000Z","kr 78 031,61","2022-01-16T13:12:36.465Z"
"Spend","0","USD","0","ETH","0.0951871448662025","ETH","ETH Transaction","0x2cdaf4f98c1f8fc4b29303e983e083db7f0a45e40295514a5dcc66bd8a33bcc0","","ETH","","2021-09-08T18:36:22.000Z","","2022-01-16T13:12:34.965Z"
"Spend","0","USD","0","ETH","0.0081371900764728","ETH","ETH Transaction","0x9aa83af444a25a04352a596c2978ae127acc5b9588897057c0def753b68420d4","","ETH","","2021-09-08T18:37:47.000Z","","2022-01-16T13:12:35.065Z"
